STATE,NAME,LAT,LONG                                                                                                 
CA,Fulton CDP,38.493709,-122.773417
CA,Furnace Creek CDP,36.427669,-116.87469
CA,Galt city,38.268458,-121.298952
CA,Garberville CDP,40.100306,-123.794315
CA,Gardena city,33.894417,-118.307522
CA,Garden Acres CDP,37.963697,-121.22961
CA,Garden Farms CDP,35.415782,-120.614034
CA,Garden Grove city,33.778782,-117.960472
CA,Garey CDP,34.885821,-120.31375
CA,Garnet CDP,33.917892,-116.479609
CA,Gasquet CDP,41.836075,-123.976031
CA,Gazelle CDP,41.51187,-122.521946
CA,Georgetown CDP,38.911353,-120.834624
CA,Gerber CDP,40.061417,-122.148201
CA,Geyserville CDP,38.717314,-122.903423
CA,Gilroy city,37.006407,-121.585321
CA,Glencoe CDP,38.353042,-120.57329
CA,Glendale city,34.181393,-118.24583
CA,Glendora city,34.144964,-117.847804
CA,Glen Ellen CDP,38.355323,-122.543306
CA,Glennville CDP,35.724194,-118.715217
CA,Golden Hills CDP,35.136422,-118.497592
CA,Gold Mountain CDP,39.761315,-120.519054
CA,Gold River CDP,38.626854,-121.249164
CA,Goleta city,34.435441,-119.858946
CA,Gonzales city,36.505979,-121.442918
CA,Good Hope CDP,33.770627,-117.277199
CA,Goodmanville CDP,35.428994,-118.943719
CA,Goodyears Bar CDP,39.552354,-120.893102
CA,Goshen CDP,36.349266,-119.420621
CA,Graeagle CDP,39.752477,-120.645449
CA,Grand Terrace city,34.031085,-117.3131
CA,Grangeville CDP,36.343898,-119.707467
CA,Granite Bay CDP,38.760441,-121.168196
CA,Granite Hills CDP,32.80328,-116.90561
CA,Graniteville CDP,39.444366,-120.73603
CA,Grass Valley city,39.220305,-121.052654
CA,Graton CDP,38.437517,-122.865988
CA,Grayson CDP,37.564577,-121.18005
CA,Greeley Hill CDP,37.757043,-120.130759
CA,Greenacres CDP,35.383159,-119.118381
CA,Green Acres CDP,33.734972,-117.078244
CA,Greenfield CDP,35.269489,-119.009491
CA,Greenfield city,36.323977,-121.243699
CA,Greenhorn CDP,39.902968,-120.758983
CA,Green Valley CDP,34.617415,-118.405023
CA,Green Valley CDP,38.263842,-122.162496
CA,Greenview CDP,41.544922,-122.920964
CA,Greenville CDP,40.133603,-120.945333
CA,Grenada CDP,41.6401,-122.526627
CA,Gridley city,39.362883,-121.697543
CA,Grimes CDP,39.074154,-121.898775
CA,Grizzly Flats CDP,38.635696,-120.535435
CA,Groveland CDP,37.831966,-120.241581
CA,Grover Beach city,35.120888,-120.619664
CA,Guadalupe city,34.964929,-120.573127
CA,Guerneville CDP,38.517165,-122.989897
CA,Guinda CDP,38.827374,-122.198359
CA,Gustine city,37.252549,-120.995513
CA,Hacienda Heights CDP,33.995853,-117.973023
CA,Half Moon Bay city,37.467319,-122.440485
CA,Hamilton Branch CDP,40.27725,-121.096092
CA,Hamilton City CDP,39.742678,-122.010946
CA,Hanford city,36.327719,-119.654609
CA,Happy Camp CDP,41.815893,-123.392796
CA,Happy Valley CDP,40.466141,-122.417969
CA,Harbison Canyon CDP,32.827274,-116.83807
CA,Hardwick CDP,36.402596,-119.72077
CA,Harmony Grove CDP,33.100717,-117.137992
CA,Hartland CDP,36.653867,-118.958812
CA,Hartley CDP,38.420393,-121.950842
CA,Hasley Canyon CDP,34.481599,-118.666689
CA,Hat Creek CDP,40.789806,-121.474515
CA,Hathaway Pines CDP,38.190063,-120.361495
CA,Hawaiian Gardens city,33.830482,-118.073451
CA,Hawthorne city,33.914775,-118.348083
CA,Hayfork CDP,40.575871,-123.123629
CA,Hayward city,37.626826,-122.104015
CA,Healdsburg city,38.622526,-122.865133
CA,Heber CDP,32.732494,-115.529398
CA,Hemet city,33.734068,-116.996808
CA,Herald CDP,38.288403,-121.231066
CA,Hercules city,38.021427,-122.288929
CA,Herlong CDP,40.141722,-120.139657
CA,Hermosa Beach city,33.869819,-118.405296
CA,Hesperia city,34.397038,-117.315198
CA,Hickman CDP,37.619316,-120.751219
CA,Hidden Hills city,34.163744,-118.66121
CA,Hidden Meadows CDP,33.223634,-117.119826
CA,Hidden Valley Lake CDP,38.801498,-122.551422
CA,Highgrove CDP,34.010577,-117.309817
CA,Highland city,34.113473,-117.165729
CA,Highlands CDP,37.520022,-122.3459
CA,Hillcrest CDP,35.37897,-118.957853
CA,Hillsborough town,37.557206,-122.358541
CA,Hilmar-Irwin CDP,37.404543,-120.850426
CA,Hiouchi CDP,41.793664,-124.066113
CA,Hollister city,36.855599,-121.398598
CA,Holtville city,32.813781,-115.378319
CA,Home Garden CDP,36.302832,-119.637073
CA,Home Gardens CDP,33.878328,-117.511535
CA,Homeland CDP,33.745881,-117.113241
CA,Homestead Valley CDP,34.273004,-116.414549
CA,Homewood Canyon CDP,35.89004,-117.386414
CA,Honcut CDP,39.332591,-121.538759
CA,Hood CDP,38.369291,-121.515488
CA,Hoopa CDP,41.079639,-123.69766
CA,Hopland CDP,38.96883,-123.116899
CA,Hornbrook CDP,41.904505,-122.558319
CA,Hornitos CDP,37.502525,-120.238859
CA,Hughson city,37.602135,-120.866004
CA,Humboldt Hill CDP,40.722316,-124.197381
CA,Huntington Beach city,33.698007,-118.003834
CA,Huntington Park city,33.979248,-118.217438
CA,Huron city,36.204381,-120.095119
CA,Hyampom CDP,40.626179,-123.46883
CA,Hydesville CDP,40.557875,-124.08225
CA,Hypericum CDP,36.256167,-119.216933
CA,Idlewild CDP,35.809588,-118.670463
CA,Idyllwild-Pine Cove CDP,33.744209,-116.73069
CA,Igo CDP,40.49774,-122.549621
CA,Imperial city,32.838801,-115.572012
CA,Imperial Beach city,32.56914,-117.114921
CA,Independence CDP,36.83031,-118.207855
CA,Indian Falls CDP,40.05875,-120.980314
CA,Indianola CDP,40.809964,-124.078447
CA,Indian Wells city,33.699892,-116.32955
CA,Indio city,33.731639,-116.235971
CA,Indio Hills CDP,33.84106,-116.248473
CA,Industry city,34.026232,-117.940327
CA,Inglewood city,33.956068,-118.344274
CA,Interlaken CDP,36.950603,-121.737519
CA,Inverness CDP,38.082796,-122.854943
CA,Inyokern CDP,35.654387,-117.819476
CA,Ione city,38.362862,-120.947685
CA,Iron Horse CDP,39.780481,-120.482291
CA,Irvine city,33.678399,-117.771254
CA,Irwindale city,34.111855,-117.963614
CA,Isla Vista CDP,34.412179,-119.860657
CA,Isleton city,38.161252,-121.604958
CA,Ivanhoe CDP,36.383439,-119.220088
CA,Jackson city,38.348489,-120.772822
CA,Jacumba CDP,32.636478,-116.190706
CA,Jamestown CDP,37.958212,-120.407062
CA,Jamul CDP,32.71841,-116.870862
CA,Janesville CDP,40.301105,-120.490318
CA,Jenner CDP,38.459034,-123.127467
CA,Johannesburg CDP,35.371876,-117.641803
CA,Johnson Park CDP,40.921179,-121.629531
CA,Johnstonville CDP,40.380198,-120.586134
CA,Johnsville CDP,39.76971,-120.699783
CA,Jones Valley CDP,40.701315,-122.242004
CA,Joshua Tree CDP,34.123633,-116.312862
CA,Jovista CDP,35.794014,-119.18957
CA,Julian CDP,33.073502,-116.588883
CA,Junction City CDP,40.736022,-123.084644
CA,June Lake CDP,37.761783,-119.114729
CA,Jurupa Valley city,34.002591,-117.467612
CA,Keddie CDP,40.005944,-120.952416
CA,Keeler CDP,36.486718,-117.87333
CA,Keene CDP,35.23178,-118.613067
CA,Kelly Ridge CDP,39.528803,-121.466259
CA,Kelseyville CDP,38.970184,-122.831384
CA,Kennedy CDP,37.929042,-121.245783
CA,Kennedy Meadows CDP,36.007639,-118.109947
CA,Kensington CDP,37.905144,-122.284226
CA,Kentfield CDP,37.935873,-122.558999
CA,Kenwood CDP,38.415408,-122.538753
CA,Kep'el CDP,41.284142,-123.819006
CA,Kerman city,36.724911,-120.06258
CA,Kernville CDP,35.755017,-118.430907
CA,Keswick CDP,40.612959,-122.460779
CA,Kettleman City CDP,36.008985,-119.962852
CA,Keyes CDP,37.557308,-120.911375
CA,King City city,36.216283,-121.131962
CA,Kings Beach CDP,39.247528,-120.019903
CA,Kingsburg city,36.525193,-119.566403
CA,Kingvale CDP,39.320997,-120.438309
CA,Kirkwood CDP,38.689265,-120.054979
CA,Klamath CDP,41.572859,-124.055606
CA,Knightsen CDP,37.962426,-121.64858
CA,Knights Ferry CDP,37.821152,-120.669089
CA,Knights Landing CDP,38.797972,-121.717447
CA,La Cañada Flintridge city,34.20969,-118.200139
CA,La Crescenta-Montrose CDP,34.233016,-118.235774
CA,La Cresta CDP,35.397201,-118.989312
CA,Ladera CDP,37.399875,-122.198971
CA,Ladera Heights CDP,33.996776,-118.370028
CA,Ladera Ranch CDP,33.549146,-117.641741
CA,Lafayette city,37.891004,-122.119529
CA,La Grange CDP,37.663456,-120.463147
CA,Laguna Beach city,33.54337,-117.761801
CA,Laguna Hills city,33.591216,-117.697621
CA,Laguna Niguel city,33.528654,-117.701253
CA,Laguna Woods city,33.612058,-117.730319
CA,Lagunitas-Forest Knolls CDP,38.018026,-122.691303
CA,La Habra city,33.927927,-117.951554
CA,La Habra Heights city,33.958959,-117.948973
CA,La Honda CDP,37.317705,-122.25843
CA,Lake Almanor Country Club CDP,40.257771,-121.146958
CA,Lake Almanor Peninsula CDP,40.28121,-121.134454
CA,Lake Almanor West CDP,40.233573,-121.202075
CA,Lake Arrowhead CDP,34.254027,-117.178091
CA,Lake California CDP,40.358355,-122.208843
CA,Lake City CDP,41.645317,-120.222097
CA,Lake Davis CDP,39.852428,-120.45841
CA,Lake Don Pedro CDP,37.64142,-120.36436
CA,Lake Elsinore city,33.685956,-117.335404
CA,Lake Forest city,33.654946,-117.675848
CA,Lakehead CDP,40.903436,-122.399658
CA,Lake Hughes CDP,34.682415,-118.451938
CA,Lake Isabella CDP,35.637098,-118.48261
CA,Lakeland Village CDP,33.648956,-117.366823
CA,Lake Los Angeles CDP,34.609839,-117.830337
CA,Lake Mathews CDP,33.824966,-117.368343
CA,Lake Nacimiento CDP,35.730962,-120.869517
CA,Lake of the Pines CDP,39.038746,-121.061341
CA,Lake of the Woods CDP,34.827138,-118.997304
CA,Lakeport city,39.038333,-122.922633
CA,Lake Riverside CDP,33.518735,-116.812103
CA,Lake San Marcos CDP,33.122362,-117.208576
CA,Lake Shastina CDP,41.523127,-122.376366
CA,Lake Sherwood CDP,34.131803,-118.884714
CA,Lakeside CDP,35.234667,-119.082858
CA,Lakeside CDP,32.856617,-116.904237
CA,Lakeview CDP,33.828465,-117.123334
CA,Lake Wildwood CDP,39.23324,-121.19773
CA,Lakewood city,33.847135,-118.121894
CA,La Mesa city,32.769495,-117.021923
CA,La Mirada city,33.902045,-118.008961
CA,Lamont CDP,35.265142,-118.916042
CA,Lanare CDP,36.437723,-119.932199
CA,Lancaster city,34.693558,-118.175305
CA,La Palma city,33.850616,-118.039565
CA,La Porte CDP,39.672508,-120.985244
CA,La Presa CDP,32.712315,-117.00371
CA,La Puente city,34.032333,-117.95352
CA,La Quinta city,33.646083,-116.275297
CA,La Riviera CDP,38.568538,-121.354962
CA,Larkfield-Wikiup CDP,38.512972,-122.753601
CA,Larkspur city,37.940544,-122.530229
CA,La Selva Beach CDP,36.927375,-121.844404
CA,Las Flores CDP,33.583836,-117.623741
CA,Las Flores CDP,40.072141,-122.157312
CA,Las Lomas CDP,36.868813,-121.731611
CA,Lathrop city,37.808666,-121.317765
CA,Laton CDP,36.43141,-119.697597
CA,La Verne city,34.120521,-117.769928
CA,La Vina CDP,36.879865,-120.114802
CA,Lawndale city,33.888435,-118.353143
CA,Laytonville CDP,39.662256,-123.495015
CA,Lebec CDP,34.844614,-118.899237
CA,Lee Vining CDP,37.954899,-119.122014
CA,Leggett CDP,39.863539,-123.725176
CA,Le Grand CDP,37.228815,-120.254002
CA,Lemon Cove CDP,36.38088,-119.02846
CA,Lemon Grove city,32.733071,-117.034413
CA,Lemon Hill CDP,38.517232,-121.457279
CA,Lemoore city,36.29528,-119.797268
CA,Lemoore Station CDP,36.263278,-119.904836
CA,Lennox CDP,33.938068,-118.35854
CA,Lenwood CDP,34.886056,-117.107773
CA,Leona Valley CDP,34.608144,-118.301322
CA,Lewiston CDP,40.696931,-122.822509
CA,Lexington Hills CDP,37.159016,-121.988793
CA,Likely CDP,41.226827,-120.501236
CA,Lincoln city,38.874464,-121.292886
CA,Lincoln Village CDP,38.005471,-121.333843
CA,Linda CDP,39.124142,-121.542173
CA,Lindcove CDP,36.358027,-119.064584
CA,Linden CDP,38.01814,-121.101562
CA,Lindsay city,36.209096,-119.093259
CA,Linnell Camp CDP,36.308887,-119.222583
CA,Litchfield CDP,40.387702,-120.380705
CA,Little Grass Valley CDP,39.725246,-120.959073
CA,Little River CDP,39.270285,-123.781749
CA,Littlerock CDP,34.525126,-117.981631
CA,Little Valley CDP,40.893049,-121.178041
CA,Live Oak CDP,36.986024,-121.980414
CA,Live Oak city,39.278802,-121.662439
CA,Livermore city,37.686977,-121.759781
CA,Livingston city,37.387281,-120.724943
CA,Lockeford CDP,38.149128,-121.154309
CA,Lockwood CDP,38.486691,-120.603425
CA,Lockwood CDP,35.940083,-121.078282
CA,Lodi city,38.12161,-121.290765
CA,Lodoga CDP,39.304272,-122.505944
CA,Loleta CDP,40.640885,-124.222556
CA,Loma Linda city,34.043287,-117.246647
CA,Loma Mar CDP,37.265784,-122.300692
CA,Loma Rica CDP,39.320318,-121.403831
CA,Lomita city,33.793306,-118.317455
CA,Lompico CDP,37.114619,-122.052768
CA,Lompoc city,34.662689,-120.470837
CA,London CDP,36.48048,-119.44494
CA,Lone Pine CDP,36.574447,-118.08061
CA,Long Barn CDP,38.093263,-120.134686
CA,Long Beach city,33.780791,-118.16818
CA,Lookout CDP,41.210401,-121.15296
CA,Loomis town,38.809358,-121.195383
CA,Los Alamitos city,33.796911,-118.061244
CA,Los Alamos CDP,34.741803,-120.274596
CA,Los Altos city,37.368431,-122.09657
CA,Los Altos Hills town,37.366808,-122.13865
CA,Los Angeles city,34.019394,-118.410825
CA,Los Banos city,37.063184,-120.840304
CA,Los Berros CDP,35.080907,-120.545036
CA,Los Gatos town,37.229944,-121.956874
CA,Los Molinos CDP,40.027074,-122.097971
CA,Los Olivos CDP,34.661506,-120.117436
CA,Los Osos CDP,35.307083,-120.824522
CA,Los Ranchos CDP,35.212699,-120.62803
CA,Lost Hills CDP,35.632721,-119.677889
CA,Lower Lake CDP,38.913034,-122.606987
CA,Loyalton city,39.676855,-120.244811
CA,Loyola CDP,37.350325,-122.097973
CA,Lucas Valley-Marinwood CDP,38.040509,-122.576482
CA,Lucerne CDP,39.05677,-122.770289
CA,Lucerne Valley CDP,34.442719,-116.902093
CA,Lynwood city,33.923959,-118.201655
CA,Lytle Creek CDP,34.249926,-117.504431
CA,Mabie CDP,39.77706,-120.544699
CA,McArthur CDP,41.041995,-121.40524
CA,McClellan Park CDP,38.662896,-121.401656
CA,McClenney Tract CDP,35.821984,-118.647839
CA,McCloud CDP,41.254739,-122.136221
CA,Macdoel CDP,41.826173,-122.005885
CA,McFarland city,35.667286,-119.230722
CA,McGee Creek CDP,37.572665,-118.791
CA,McKinleyville CDP,40.951571,-124.077357
CA,McKittrick CDP,35.298028,-119.624921
CA,McSwain CDP,37.314505,-120.586758
CA,Madeline CDP,41.05141,-120.475434
CA,Madera city,36.965774,-120.08616
CA,Madera Acres CDP,37.012656,-120.079727
CA,Madera Ranchos CDP,36.92791,-119.877283
CA,Madison CDP,38.674988,-121.970254
CA,Mad River CDP,40.432532,-123.492061
CA,Magalia CDP,39.818752,-121.607748
CA,Malaga CDP,36.681602,-119.731786
CA,Malibu city,34.02586,-118.759643
CA,Mammoth Lakes town,37.624435,-118.988432
CA,Manchester CDP,38.974384,-123.690961
CA,Manhattan Beach city,33.90087,-118.420715
CA,Manila CDP,40.850897,-124.163193
CA,Manteca city,37.790498,-121.230626
CA,Manton CDP,40.426679,-121.850421
CA,March ARB CDP,33.889184,-117.277729
CA,Maricopa city,35.050942,-119.406605
CA,Marina city,36.680256,-121.789368
CA,Marina del Rey CDP,33.976373,-118.450888
CA,Marin City CDP,37.871156,-122.513736
CA,Mariposa CDP,37.491217,-119.973216
CA,Markleeville CDP,38.684002,-119.822738
CA,Martell CDP,38.367328,-120.807187
CA,Martinez city,37.998116,-122.114419
CA,Marysville city,39.151535,-121.583374
CA,Matheny CDP,36.170646,-119.351608
CA,Mather CDP,38.548362,-121.283841
CA,Maxwell CDP,39.277078,-122.194676
CA,Mayfair CDP,36.769346,-119.761263
CA,Mayflower Village CDP,34.115931,-118.009581
CA,Maywood city,33.988548,-118.187707
CA,Meadowbrook CDP,33.725782,-117.285086
CA,Meadow Valley CDP,39.932312,-121.083086
CA,Meadow Vista CDP,39.001718,-121.037582
CA,Mead Valley CDP,33.833311,-117.2852
CA,Mecca CDP,33.576566,-116.064661
CA,Meiners Oaks CDP,34.455349,-119.270166
CA,Mendocino CDP,39.312451,-123.792402
CA,Mendota city,36.757595,-120.380474
CA,Menifee city,33.689858,-117.184383
CA,Menlo Park city,37.479731,-122.148055
CA,Mentone CDP,34.060639,-117.11502
CA,Merced city,37.305721,-120.477907
CA,Meridian CDP,39.140437,-121.9079
CA,Mesa CDP,37.416833,-118.539115
CA,Mesa Verde CDP,33.5957,-114.731604
CA,Mesa Vista CDP,38.810287,-119.803267
CA,Mettler CDP,35.063563,-118.97298
CA,Mexican Colony CDP,35.46893,-119.268712
CA,Meyers CDP,38.834787,-120.01856
CA,Middletown CDP,38.751877,-122.622103
CA,Midpines CDP,37.553411,-119.928791
CA,Midway City CDP,33.745119,-117.984843
CA,Milford CDP,40.149467,-120.370196
CA,Millbrae city,37.59897,-122.401991
CA,Millerton CDP,36.976926,-119.665775
CA,Mill Valley city,37.908122,-122.542325
CA,Millville CDP,40.559569,-122.175569
CA,Milpitas city,37.433136,-121.890934
CA,Mineral CDP,40.402713,-121.550844
CA,Minkler CDP,36.727624,-119.45885
CA,Mira Monte CDP,34.431119,-119.287201
CA,Miranda CDP,40.228687,-123.817584
CA,Mission Canyon CDP,34.456253,-119.717041
CA,Mission Hills CDP,34.688779,-120.43975
CA,Mission Viejo city,33.609335,-117.656471
CA,Mi-Wuk Village CDP,38.057735,-120.176698
CA,Modesto city,37.637533,-121.003049
CA,Modjeska CDP,33.709133,-117.629704
CA,Mohawk Vista CDP,39.804822,-120.588312
CA,Mojave CDP,35.014995,-118.190209
CA,Mokelumne Hill CDP,38.308484,-120.705617
CA,Monmouth CDP,36.565621,-119.740475
CA,Mono City CDP,38.032123,-119.147399
CA,Mono Vista CDP,38.013432,-120.270048
CA,Monrovia city,34.163984,-117.984646
CA,Monson CDP,36.49242,-119.33612
CA,Montague city,41.727088,-122.530511
CA,Montalvin Manor CDP,37.997583,-122.330093
CA,Montara CDP,37.548263,-122.492362
CA,Montclair city,34.071493,-117.69808
CA,Montebello city,34.015444,-118.111012
CA,Montecito CDP,34.418642,-119.633117
CA,Monterey city,36.601193,-121.88311
CA,Monterey Park city,34.04838,-118.133165
CA,Monterey Park Tract CDP,37.526814,-121.011487
CA,Monte Rio CDP,38.473611,-123.026178
CA,Monte Sereno city,37.24041,-121.988235
CA,Montgomery Creek CDP,40.842838,-121.920661
CA,Monument Hills CDP,38.664105,-121.875389
CA,Moorpark city,34.285942,-118.87704
CA,Morada CDP,38.038626,-121.245892
CA,Moraga town,37.845693,-122.123217
CA,Moreno Valley city,33.923253,-117.205685
CA,Morgan Hill city,37.132495,-121.641891
CA,Morongo Valley CDP,34.072377,-116.562727
CA,Morro Bay city,35.366773,-120.868289
CA,Moskowite Corner CDP,38.443874,-122.19199
CA,Moss Beach CDP,37.51333,-122.498389
CA,Moss Landing CDP,36.805389,-121.786577
CA,Mountain Center CDP,33.710749,-116.723312
CA,Mountain Gate CDP,40.718456,-122.326225
CA,Mountain House CDP,37.767301,-121.544934
CA,Mountain Meadows CDP,35.093565,-118.432687
CA,Mountain Mesa CDP,35.641137,-118.404645
CA,Mountain Ranch CDP,38.211721,-120.531115
CA,Mountain View CDP,38.009205,-122.11685
CA,Mountain View city,37.399686,-122.079269
CA,Mountain View Acres CDP,34.497558,-117.347173
CA,Mt. Bullion CDP,37.508618,-120.042081
CA,Mount Hebron CDP,41.785573,-122.0079
CA,Mount Hermon CDP,37.051032,-122.053348
CA,Mount Laguna CDP,32.871105,-116.424687
CA,Mount Shasta city,41.32088,-122.315481
CA,Muir Beach CDP,37.861565,-122.580322
CA,Murphys CDP,38.136093,-120.443942
CA,Murrieta city,33.573214,-117.191007
CA,Muscoy CDP,34.155176,-117.347721
CA,Myers Flat CDP,40.265478,-123.875548
CA,Myrtletown CDP,40.788731,-124.130658
CA,Napa city,38.297872,-122.300741
CA,National City city,32.665862,-117.097361
CA,Needles city,34.813426,-114.626639
CA,Nevada City city,39.259608,-121.033326
CA,Newark city,37.504253,-122.03191
CA,Newcastle CDP,38.866731,-121.131984
CA,New Cuyama CDP,34.943057,-119.682018
CA,Newell CDP,41.888731,-121.360249
CA,Newman city,37.316128,-121.021424
CA,New Pine Creek CDP,41.98727,-120.300964
CA,Newport Beach city,33.597332,-117.890352
CA,Nicasio CDP,38.060622,-122.700822
CA,Nice CDP,39.126181,-122.85533
CA,Nicolaus CDP,38.89819,-121.572837
CA,Niland CDP,33.238708,-115.51444
CA,Nipinnawasee CDP,37.403053,-119.729269
CA,Nipomo CDP,35.03066,-120.497757
CA,Norco city,33.925519,-117.551958
CA,Nord CDP,39.773787,-121.954903
CA,Norris Canyon CDP,37.745757,-121.988091
CA,North Auburn CDP,38.930693,-121.081081
CA,North Edwards CDP,35.047332,-117.809362
CA,North El Monte CDP,34.102927,-118.023862
CA,North Fair Oaks CDP,37.475426,-122.203459
CA,North Fork CDP,37.234632,-119.521038
CA,North Gate CDP,37.905513,-121.997879
CA,North Highlands CDP,38.671331,-121.372134
CA,North Lakeport CDP,39.086632,-122.909442
CA,North Richmond CDP,37.965269,-122.370649
CA,North San Juan CDP,39.37181,-121.106079
CA,North Shore CDP,33.514576,-115.910959
CA,North Tustin CDP,33.763544,-117.794717
CA,Norwalk city,33.9076,-118.083453
CA,Novato city,38.085087,-122.548272
CA,Nubieber CDP,41.096627,-121.182163
CA,Nuevo CDP,33.801137,-117.141382
CA,Oakdale city,37.761666,-120.846434
CA,Oak Glen CDP,34.041043,-116.962307
CA,Oak Hills CDP,34.389944,-117.403094
CA,Oakhurst CDP,37.341396,-119.626215
CA,Oakland city,37.769846,-122.22569
CA,Oakley city,37.996149,-121.693624
CA,Oak Park CDP,34.184984,-118.76694
CA,Oak Run CDP,40.694196,-122.025008
CA,Oak Shores CDP,35.760759,-120.982825
CA,Oak View CDP,34.403037,-119.29895
CA,Oakville CDP,38.438373,-122.406773
CA,Oasis CDP,33.527529,-116.126093
CA,Occidental CDP,38.400372,-122.934946
CA,Oceano CDP,35.101608,-120.608217
CA,Oceanside city,33.224601,-117.306291
CA,Ocotillo CDP,32.743126,-116.001879
CA,Oildale CDP,35.42926,-119.030576
CA,Ojai city,34.449199,-119.246664
CA,Olancha CDP,36.269787,-118.001258
CA,Olde Stockdale CDP,35.347599,-119.079372
CA,Old Fig Garden CDP,36.798841,-119.805125
CA,Old River CDP,35.267123,-119.105523
CA,Old Station CDP,40.673204,-121.413348
CA,Old Stine CDP,35.347751,-119.046923
CA,Olivehurst CDP,39.079461,-121.556659
CA,Ono CDP,40.478117,-122.625491
CA,Ontario city,34.037648,-117.604433
CA,Onyx CDP,35.67022,-118.227163
CA,Orange city,33.786971,-117.861265
CA,Orange Blossom CDP,37.814722,-120.687332
CA,Orange Cove city,36.621371,-119.318737
CA,Orangevale CDP,38.689359,-121.223077
CA,Orcutt CDP,34.869235,-120.421684
CA,Orick CDP,41.290216,-124.070302
CA,Orinda city,37.88161,-122.168595
CA,Orland city,39.746146,-122.185731
CA,Orosi CDP,36.543271,-119.291419
CA,Oroville city,39.495423,-121.560069
CA,Oroville East CDP,39.49362,-121.483755
CA,Oxnard city,34.199436,-119.207515
CA,Pacheco CDP,37.987852,-122.069828
CA,Pacifica city,37.606598,-122.47723
CA,Pacific Grove city,36.622577,-121.92643
CA,Pajaro CDP,36.901659,-121.74173
CA,Pajaro Dunes CDP,36.868212,-121.805697
CA,Pala CDP,33.363926,-117.067785
CA,Palermo CDP,39.430695,-121.522884
CA,Palmdale city,34.591038,-118.105403
CA,Palm Desert city,33.737635,-116.364145
CA,Palm Springs city,33.803361,-116.53828
CA,Palo Alto city,37.39652,-122.143088
CA,Palo Cedro CDP,40.566236,-122.242837
CA,Paloma CDP,38.260552,-120.764426
CA,Palos Verdes Estates city,33.774271,-118.425754
CA,Palo Verde CDP,33.427843,-114.727095
CA,Panorama Heights CDP,35.806768,-118.627053
CA,Paradise town,39.754192,-121.6064
