STATE,NAME,LAT,LONG                                                                                                 
CA,Paradise CDP,37.482853,-118.602213
CA,Paradise Park CDP,37.006297,-122.042413
CA,Paramount city,33.898883,-118.166629
CA,Parklawn CDP,37.607091,-120.980386
CA,Parksdale CDP,36.946491,-120.021168
CA,Parkway CDP,38.499293,-121.452011
CA,Parkwood CDP,36.929255,-120.048139
CA,Parlier city,36.608899,-119.543656
CA,Pasadena city,34.160602,-118.137954
CA,Pasatiempo CDP,37.003338,-122.026474
CA,Paskenta CDP,39.883275,-122.545834
CA,Patterson city,37.475876,-121.153882
CA,Patterson Tract CDP,36.379521,-119.295604
CA,Patton Village CDP,40.140724,-120.178123
CA,Paxton CDP,40.033606,-121.002569
CA,Paynes Creek CDP,40.3419,-121.924974
CA,Pearsonville CDP,35.822945,-117.87825
CA,Penngrove CDP,38.300619,-122.670641
CA,Penn Valley CDP,39.195297,-121.194153
CA,Penryn CDP,38.848218,-121.169809
CA,Pepperdine University CDP,34.042278,-118.709182
CA,Perris city,33.789849,-117.222171
CA,Pescadero CDP,37.244894,-122.378866
CA,Petaluma city,38.242251,-122.628769
CA,Petaluma Center CDP,38.250652,-122.788841
CA,Peters CDP,37.976157,-121.043809
CA,Phelan CDP,34.439816,-117.524829
CA,Phillipsville CDP,40.210704,-123.781212
CA,Philo CDP,39.065757,-123.445063
CA,Phoenix Lake CDP,38.011347,-120.309
CA,Pico Rivera city,33.989524,-118.089295
CA,Piedmont city,37.822545,-122.230024
CA,Pierpoint CDP,36.140468,-118.629615
CA,Pike CDP,39.427843,-120.999682
CA,Pine Canyon CDP,36.172072,-121.143013
CA,Pine Flat CDP,35.875355,-118.643832
CA,Pine Grove CDP,38.40304,-120.657087
CA,Pine Hills CDP,40.732892,-124.161095
CA,Pine Mountain Club CDP,34.840895,-119.168541
CA,Pine Mountain Lake CDP,37.85954,-120.181662
CA,Pine Valley CDP,32.841513,-116.510706
CA,Pinole city,38.001702,-122.318488
CA,Piñon Hills CDP,34.445607,-117.623563
CA,Pioneer CDP,38.433759,-120.586077
CA,Piru CDP,34.405678,-118.805097
CA,Pismo Beach city,35.153173,-120.673874
CA,Pittsburg city,38.016771,-121.896948
CA,Pixley CDP,35.976823,-119.30019
CA,Placentia city,33.881158,-117.854783
CA,Placerville city,38.731116,-120.797677
CA,Plainview CDP,36.143028,-119.13534
CA,Planada CDP,37.290207,-120.321637
CA,Platina CDP,40.359052,-122.904244
CA,Pleasant Hill city,37.954163,-122.075772
CA,Pleasanton city,37.667185,-121.88123
CA,Pleasure Point CDP,36.959718,-121.970036
CA,Plumas Eureka CDP,39.798242,-120.664441
CA,Plumas Lake CDP,38.979131,-121.558056
CA,Plymouth city,38.471741,-120.857194
CA,Point Arena city,38.912306,-123.695609
CA,Point Reyes Station CDP,38.084647,-122.809226
CA,Pollock Pines CDP,38.757641,-120.590957
CA,Pomona city,34.058494,-117.761091
CA,Ponderosa CDP,36.104693,-118.531915
CA,Poplar-Cotton Center CDP,36.057716,-119.150181
CA,Port Costa CDP,38.044543,-122.184942
CA,Porterville city,36.063542,-119.0336
CA,Port Hueneme city,34.162143,-119.204177
CA,Portola city,39.820799,-120.474293
CA,Portola Valley town,37.365191,-122.232724
CA,Posey CDP,35.805263,-118.682639
CA,Poso Park CDP,35.811272,-118.636537
CA,Post Mountain CDP,40.415949,-123.231604
CA,Potomac Park CDP,35.363538,-118.964963
CA,Potrero CDP,32.613089,-116.606815
CA,Potter Valley CDP,39.317141,-123.10986
CA,Poway city,32.987677,-117.021814
CA,Prattville CDP,40.206005,-121.157456
CA,Princeton CDP,39.401598,-122.01936
CA,Proberta CDP,40.076157,-122.177609
CA,Prunedale CDP,36.811747,-121.65496
CA,Pumpkin Center CDP,35.265301,-119.03241
CA,Quartz Hill CDP,34.651988,-118.215945
CA,Quincy CDP,39.931017,-120.954886
CA,Rackerby CDP,39.426114,-121.35419
CA,Rail Road Flat CDP,38.335576,-120.550131
CA,Rainbow CDP,33.409873,-117.13944
CA,Raisin City CDP,36.603262,-119.909158
CA,Ramona CDP,33.045811,-116.877546
CA,Rancho Calaveras CDP,38.133305,-120.861766
CA,Rancho Cordova city,38.577079,-121.236187
CA,Rancho Cucamonga city,34.130306,-117.566067
CA,Rancho Mirage city,33.763838,-116.430388
CA,Rancho Mission Viejo CDP,33.514003,-117.561795
CA,Rancho Murieta CDP,38.500701,-121.074021
CA,Rancho Palos Verdes city,33.738517,-118.369685
CA,Rancho San Diego CDP,32.762405,-116.919691
CA,Rancho Santa Fe CDP,33.025814,-117.198148
CA,Rancho Santa Margarita city,33.632332,-117.599008
CA,Rancho Tehama Reserve CDP,40.004003,-122.42834
CA,Randsburg CDP,35.368658,-117.660322
CA,Red Bluff city,40.173515,-122.241525
CA,Red Corral CDP,38.412132,-120.607102
CA,Redcrest CDP,40.398775,-123.947415
CA,Redding city,40.570277,-122.366766
CA,Redlands city,34.053506,-117.170476
CA,Redondo Beach city,33.849538,-118.400755
CA,Redway CDP,40.120223,-123.821777
CA,Redwood City city,37.515274,-122.213672
CA,Redwood Valley CDP,39.268548,-123.202758
CA,Reedley city,36.599374,-119.447781
CA,Reliez Valley CDP,37.939888,-122.102695
CA,Rexland Acres CDP,35.305053,-118.996992
CA,Rialto city,34.117419,-117.389215
CA,Richfield CDP,39.973801,-122.173234
CA,Richgrove CDP,35.796612,-119.106903
CA,Richmond city,37.952278,-122.360609
CA,Richvale CDP,39.493735,-121.750766
CA,Ridgecrest city,35.628542,-117.663992
CA,Ridgecrest Heights CDP,35.6019,-117.70418
CA,Ridgemark CDP,36.808241,-121.36228
CA,Rio Dell city,40.49557,-124.115163
CA,Rio del Mar CDP,36.957899,-121.884823
CA,Rio Linda CDP,38.687502,-121.441682
CA,Rio Oso CDP,38.951823,-121.530974
CA,Rio Vista city,38.176672,-121.703406
CA,Ripley CDP,33.523788,-114.652992
CA,Ripon city,37.742007,-121.130373
CA,Riverbank city,37.726022,-120.94484
CA,Riverdale CDP,36.430402,-119.867178
CA,Riverdale Park CDP,37.602223,-121.039491
CA,Rivergrove CDP,35.440294,-118.941085
CA,River Pines CDP,38.545458,-120.742909
CA,Riverside city,33.938143,-117.393168
CA,Robbins CDP,38.866948,-121.707092
CA,Robinson Mill CDP,39.485626,-121.320164
CA,Rocklin city,38.806868,-121.249696
CA,Rodeo CDP,38.036605,-122.253956
CA,Rodriguez Camp CDP,35.808986,-119.138822
CA,Rohnert Park city,38.347617,-122.700896
CA,Rolling Hills city,33.760016,-118.347168
CA,Rolling Hills CDP,36.903962,-119.796624
CA,Rolling Hills Estates city,33.778442,-118.327432
CA,Rollingwood CDP,37.965347,-122.330608
CA,Romoland CDP,33.764806,-117.157107
CA,Rosamond CDP,34.865627,-118.214767
CA,Rosedale CDP,35.388608,-119.205742
CA,Rose Hills CDP,34.009012,-118.041909
CA,Rosemead city,34.06888,-118.08268
CA,Rosemont CDP,38.547729,-121.355371
CA,Roseville city,38.770296,-121.319634
CA,Ross town,37.963821,-122.561614
CA,Rossmoor CDP,33.788691,-118.080326
CA,Rough and Ready CDP,39.234023,-121.138022
CA,Round Mountain CDP,40.797463,-121.937988
CA,Round Valley CDP,37.414163,-118.572273
CA,Rouse CDP,37.619513,-121.008371
CA,Rowland Heights CDP,33.970313,-117.890568
CA,Rumsey CDP,38.893308,-122.243647
CA,Running Springs CDP,34.211362,-117.104572
CA,Ruth CDP,40.293849,-123.348335
CA,Rutherford CDP,38.458864,-122.428831
CA,Sacramento city,38.567694,-121.468161
CA,Sage CDP,33.594066,-116.910385
CA,St. Helena city,38.512806,-122.468076
CA,Salida CDP,37.709123,-121.084825
CA,Salinas city,36.690217,-121.633793
CA,Salmon Creek CDP,38.346212,-123.059329
CA,Salton City CDP,33.299426,-115.960947
CA,Salton Sea Beach CDP,33.375855,-116.011475
CA,Salyer CDP,40.876768,-123.573501
CA,Samoa CDP,40.814609,-124.189215
CA,San Andreas CDP,38.192691,-120.67318
CA,San Anselmo town,37.982117,-122.569921
CA,San Antonio Heights CDP,34.15642,-117.658705
CA,San Ardo CDP,36.023699,-120.907307
CA,San Bernardino city,34.14114,-117.294635
CA,San Bruno city,37.62556,-122.431397
CA,San Buenaventura (Ventura) city,34.26778,-119.254206
CA,San Carlos city,37.499034,-122.267572
CA,San Clemente city,33.449143,-117.61312
CA,Sand City city,36.62177,-121.847668
CA,San Diego city,32.814977,-117.135562
CA,San Diego Country Estates CDP,33.009376,-116.787314
CA,San Dimas city,34.107957,-117.808529
CA,San Fernando city,34.288652,-118.436243
CA,San Francisco city,37.727239,-123.032229
CA,San Gabriel city,34.094636,-118.098469
CA,Sanger city,36.701219,-119.557396
CA,San Geronimo CDP,38.006713,-122.663266
CA,San Jacinto city,33.798864,-116.995914
CA,San Joaquin city,36.60559,-120.189766
CA,San Jose city,37.296011,-121.814552
CA,San Juan Bautista city,36.845132,-121.536949
CA,San Juan Capistrano city,33.500889,-117.654388
CA,San Leandro city,37.703368,-122.163036
CA,San Lorenzo CDP,37.6759,-122.135973
CA,San Lucas CDP,36.128349,-121.021732
CA,San Luis Obispo city,35.266195,-120.668438
CA,San Marcos city,33.132567,-117.169892
CA,San Marino city,34.122671,-118.112911
CA,San Martin CDP,37.082881,-121.596322
CA,San Mateo city,37.56031,-122.3106
CA,San Miguel CDP,37.886699,-122.036833
CA,San Miguel CDP,35.753402,-120.692392
CA,San Pablo city,37.962861,-122.342581
CA,San Pasqual CDP,34.139222,-118.102524
CA,San Rafael city,37.981003,-122.50693
CA,San Ramon city,37.765258,-121.931987
CA,San Simeon CDP,35.618206,-121.137438
CA,Santa Ana city,33.736332,-117.8829
CA,Santa Barbara city,34.403592,-119.713714
CA,Santa Clara city,37.364621,-121.967973
CA,Santa Clarita city,34.416504,-118.500693
CA,Santa Cruz city,36.974385,-122.035268
CA,Santa Fe Springs city,33.933565,-118.062611
CA,Santa Margarita CDP,35.389426,-120.608159
CA,Santa Maria city,34.933076,-120.443559
CA,Santa Monica city,34.010911,-118.498245
CA,Santa Nella CDP,37.101219,-121.015697
CA,Santa Paula city,34.354941,-119.066271
CA,Santa Rosa city,38.445824,-122.706181
CA,Santa Rosa Valley CDP,34.245903,-118.901784
CA,Santa Susana CDP,34.258582,-118.664319
CA,Santa Venetia CDP,38.005538,-122.502811
CA,Santa Ynez CDP,34.617457,-120.096355
CA,Santee city,32.85499,-116.986056
CA,Saranap CDP,37.887818,-122.076142
CA,Saratoga city,37.268326,-122.02622
CA,Saticoy CDP,34.282469,-119.142844
CA,Sattley CDP,39.629945,-120.437275
CA,Sausalito city,37.858369,-122.491844
CA,Scotia CDP,40.478813,-124.104651
CA,Scotts Valley city,37.055499,-122.011769
CA,Seacliff CDP,36.977344,-121.918615
CA,Seal Beach city,33.754399,-118.07132
CA,Sea Ranch CDP,38.725274,-123.458314
CA,Searles Valley CDP,35.770048,-117.396676
CA,Seaside city,36.625058,-121.817804
CA,Sebastopol city,38.400003,-122.827586
CA,Seeley CDP,32.790475,-115.684982
CA,Selma city,36.571768,-119.613952
CA,Sequoia Crest CDP,36.185882,-118.625635
CA,Sereno del Mar CDP,38.383671,-123.073148
CA,Seville CDP,36.483533,-119.225868
CA,Shafter city,35.479421,-119.201285
CA,Shandon CDP,35.653609,-120.383148
CA,Shasta CDP,40.592021,-122.477899
CA,Shasta Lake city,40.676564,-122.380909
CA,Shaver Lake CDP,37.099184,-119.325677
CA,Sheep Ranch CDP,38.207433,-120.460192
CA,Shell Ridge CDP,37.905919,-122.034399
CA,Shelter Cove CDP,40.038954,-124.055825
CA,Sheridan CDP,38.973111,-121.350946
CA,Shingle Springs CDP,38.665855,-120.936208
CA,Shingletown CDP,40.506094,-121.855665
CA,Shoshone CDP,35.96723,-116.30877
CA,Sierra Brooks CDP,39.642592,-120.215387
CA,Sierra City CDP,39.572658,-120.627617
CA,Sierra Madre city,34.168771,-118.050216
CA,Sierra Village CDP,38.075627,-120.159336
CA,Sierraville CDP,39.582232,-120.362065
CA,Signal Hill city,33.803461,-118.169735
CA,Silverado CDP,33.748176,-117.628479
CA,Silverado Resort CDP,38.356302,-122.256334
CA,Silver City CDP,36.466306,-118.649508
CA,Silver Lakes CDP,34.74782,-117.344966
CA,Simi Valley city,34.266887,-118.748458
CA,Sisquoc CDP,34.861817,-120.294395
CA,Sky Valley CDP,33.891237,-116.35504
CA,Sleepy Hollow CDP,38.012039,-122.587686
CA,Smartsville CDP,39.205273,-121.292916
CA,Smith Corner CDP,35.478831,-119.277123
CA,Smith River CDP,41.923802,-124.147825
CA,Snelling CDP,37.52445,-120.436319
CA,Soda Bay CDP,39.002431,-122.779476
CA,Soda Springs CDP,39.324788,-120.378665
CA,Solana Beach city,32.9913,-117.258062
CA,Soledad city,36.434522,-121.317759
CA,Solvang city,34.593758,-120.13968
CA,Somis CDP,34.265263,-118.998406
CA,Sonoma city,38.290331,-122.459831
CA,Sonoma State University CDP,38.340565,-122.672884
CA,Sonora city,37.981707,-120.382755
CA,Soquel CDP,36.997762,-121.948248
CA,Soulsbyville CDP,37.991289,-120.262791
CA,South Dos Palos CDP,36.970701,-120.646731
CA,South El Monte city,34.050377,-118.048384
CA,South Gate city,33.944159,-118.192761
CA,South Lake Tahoe city,38.928218,-119.981
CA,South Monrovia Island CDP,34.123421,-117.995864
CA,South Oroville CDP,39.476554,-121.543878
CA,South Pasadena city,34.108957,-118.156615
CA,South San Francisco city,37.655104,-122.376234
CA,South San Gabriel CDP,34.047794,-118.095678
CA,South San Jose Hills CDP,34.012332,-117.904363
CA,South Taft CDP,35.129308,-119.4575
CA,South Whittier CDP,33.93308,-118.030771
CA,Spaulding CDP,40.655664,-120.78626
CA,Spreckels CDP,36.624716,-121.646487
CA,Spring Garden CDP,39.891971,-120.786617
CA,Spring Valley CDP,39.076053,-122.584512
CA,Spring Valley CDP,32.729948,-116.976401
CA,Spring Valley Lake CDP,34.496818,-117.267587
CA,Springville CDP,36.120867,-118.822825
CA,Squaw Valley CDP,36.719141,-119.202677
CA,Squirrel Mountain Valley CDP,35.617524,-118.404668
CA,Stallion Springs CDP,35.092016,-118.657649
CA,Stanford CDP,37.426933,-122.167741
CA,Stanton city,33.800233,-117.993449
CA,Stebbins CDP,35.40565,-119.314178
CA,Stevenson Ranch CDP,34.38772,-118.584359
CA,Stevinson CDP,37.324664,-120.849664
CA,Stinson Beach CDP,37.902485,-122.650116
CA,Stirling City CDP,39.904971,-121.537263
CA,Stockton city,37.976553,-121.308598
CA,Stones Landing CDP,40.691549,-120.734628
CA,Stonyford CDP,39.369492,-122.543808
CA,Stratford CDP,36.188464,-119.822247
CA,Strathmore CDP,36.146117,-119.064341
CA,Strawberry CDP,37.89125,-122.509166
CA,Strawberry CDP,38.198384,-120.010343
CA,Sugarloaf Saw Mill CDP,35.834299,-118.616541
CA,Sugarloaf Village CDP,35.826851,-118.635447
CA,Suisun City city,38.248334,-122.010066
CA,Sultana CDP,36.545511,-119.337736
CA,Summerland CDP,34.417182,-119.587494
CA,Sunnyside CDP,36.729479,-119.694438
CA,Sunnyside-Tahoe City CDP,39.148318,-120.170938
CA,Sunny Slopes CDP,37.569376,-118.675836
CA,Sunnyvale city,37.385797,-122.026316
CA,Sunol CDP,37.585935,-121.880456
CA,Sun Village CDP,34.559524,-117.956758
CA,Susanville city,40.433674,-120.628306
CA,Sutter CDP,39.155596,-121.749265
CA,Sutter Creek city,38.392445,-120.798969
CA,Swall Meadows CDP,37.50606,-118.642656
CA,Taft city,35.126696,-119.424194
CA,Taft Heights CDP,35.13375,-119.47114
CA,Taft Mosswood CDP,37.911954,-121.282166
CA,Tahoe Vista CDP,39.2468,-120.058578
CA,Tahoma CDP,39.058245,-120.142067
CA,Talmage CDP,39.131198,-123.163838
CA,Tamalpais-Homestead Valley CDP,37.879129,-122.537889
CA,Tancred CDP,38.761859,-122.154696
CA,Tara Hills CDP,37.993845,-122.318781
CA,Tarina CDP,35.3807,-118.817088
CA,Tarpey Village CDP,36.794082,-119.701193
CA,Taylorsville CDP,40.058662,-120.838675
CA,Tecopa CDP,35.820581,-116.205051
CA,Tehachapi city,35.142959,-118.446036
CA,Tehama city,40.021776,-122.126901
CA,Temecula city,33.493073,-117.131734
CA,Temelec CDP,38.257755,-122.498198
CA,Temescal Valley CDP,33.758003,-117.467159
CA,Temple City city,34.102156,-118.057971
CA,Templeton CDP,35.556024,-120.718166
CA,Tennant CDP,41.578884,-121.917464
CA,Terminous CDP,38.115256,-121.489558
CA,Terra Bella CDP,35.960011,-119.038528
CA,Teviston CDP,35.928872,-119.278332
CA,Thermal CDP,33.626195,-116.130834
CA,Thermalito CDP,39.508933,-121.601116
CA,Thornton CDP,38.229659,-121.426063
CA,Thousand Oaks city,34.19329,-118.874235
CA,Thousand Palms CDP,33.815006,-116.354481
CA,Three Rivers CDP,36.440041,-118.88028
CA,Three Rocks CDP,36.505148,-120.393534
CA,Tiburon town,37.886768,-122.462619
CA,Timber Cove CDP,38.541089,-123.258786
CA,Tipton CDP,36.057233,-119.313525
CA,Tobin CDP,39.935798,-121.296491
CA,Tomales CDP,38.24703,-122.905355
CA,Tonyville CDP,36.247382,-119.090352
CA,Tooleville CDP,36.287753,-119.115435
CA,Topanga CDP,34.096777,-118.606021
CA,Topaz CDP,38.638059,-119.501807
CA,Toro Canyon CDP,34.423004,-119.560729
CA,Torrance city,33.830453,-118.356618
CA,Trabuco Canyon CDP,33.678228,-117.594009
CA,Tracy city,37.727396,-121.452195
CA,Tranquillity CDP,36.648007,-120.252542
CA,Traver CDP,36.454111,-119.48373
CA,Tres Pinos CDP,36.790382,-121.310564
CA,Trinidad city,41.057708,-124.143255
CA,Trinity Center CDP,40.984064,-122.708325
CA,Trinity Village CDP,40.878916,-123.513207
CA,Trona CDP,35.815821,-117.347348
CA,Trowbridge CDP,38.926385,-121.514845
CA,Truckee town,39.350548,-120.193943
CA,Tulare city,36.200246,-119.339775
CA,Tulelake city,41.95346,-121.474897
CA,Tuolumne City CDP,37.962652,-120.241986
CA,Tupman CDP,35.298743,-119.357674
CA,Turlock city,37.505524,-120.859269
CA,Tustin city,33.73092,-117.810599
CA,Tuttle CDP,37.296508,-120.378867
CA,Tuttletown CDP,38.010436,-120.441246
CA,Twain CDP,40.035503,-121.040363
CA,Twain Harte CDP,38.036943,-120.233918
CA,Twentynine Palms city,34.147817,-116.065959
CA,Twin Lakes CDP,38.162886,-119.341063
CA,Twin Lakes CDP,36.961378,-121.991748
CA,Ukiah city,39.147519,-123.204903
CA,Union City city,37.602759,-122.01884
CA,University of California-Davis CDP,38.537704,-121.7579
CA,University of California-Merced CDP,37.364083,-120.418831
CA,University of California-Santa Barbara CDP,34.417825,-119.846713
CA,Upland city,34.116073,-117.659922
CA,Upper Lake CDP,39.16505,-122.905182
CA,Vacaville city,38.358621,-121.968601
CA,Valinda CDP,34.040033,-117.930057
CA,Vallecito CDP,38.083203,-120.468331
CA,Vallejo city,38.106909,-122.262339
CA,Valle Vista CDP,33.743363,-116.888783
CA,Valley Acres CDP,35.208668,-119.410651
CA,Valley Center CDP,33.232994,-117.015763
CA,Valley Ford CDP,38.32456,-122.914733
CA,Valley Home CDP,37.827241,-120.914343
CA,Valley Ranch CDP,39.740342,-120.564895
CA,Valley Springs CDP,38.189378,-120.825279
CA,Valley Wells CDP,35.880729,-117.335676
CA,Val Verde CDP,34.450423,-118.671784
CA,Vandenberg AFB CDP,34.727986,-120.506467
CA,Vandenberg Village CDP,34.71174,-120.461933
CA,Verdi CDP,39.526969,-120.023394
CA,Vernon city,34.001123,-118.210869
CA,Victor CDP,38.138465,-121.19876
CA,Victorville city,34.527735,-117.353579
CA,View Park-Windsor Hills CDP,33.994472,-118.347762
CA,Villa Park city,33.817985,-117.811293
CA,Vina CDP,39.93418,-122.051706
CA,Vincent CDP,34.098268,-117.923801
CA,Vine Hill CDP,38.007117,-122.087297
CA,Vineyard CDP,38.474035,-121.323995
CA,Virginia Lakes CDP,38.043473,-119.259877
CA,Visalia city,36.32803,-119.328519
CA,Vista city,33.189528,-117.238582
CA,Vista Santa Rosa CDP,33.621451,-116.208816
CA,Volcano CDP,38.450614,-120.621768
CA,Volta CDP,37.082353,-120.91448
CA,Walker CDP,38.518502,-119.473051
CA,Wallace CDP,38.199838,-120.964242
CA,Walnut city,34.037195,-117.855606
CA,Walnut Creek city,37.902666,-122.040479
CA,Walnut Grove CDP,38.250594,-121.534973
CA,Walnut Park CDP,33.968233,-118.221948
CA,Warm Springs CDP,33.706681,-117.334347
CA,Warner Valley CDP,40.404355,-121.340562
CA,Wasco city,35.593785,-119.367101
CA,Washington CDP,39.359158,-120.790497
CA,Waterford city,37.642685,-120.754152
CA,Waterloo CDP,38.036452,-121.184555
CA,Watsonville city,36.923587,-121.772395
CA,Waukena CDP,36.139104,-119.510973
CA,Wautec CDP,41.354315,-123.862288
CA,Wawona CDP,37.544674,-119.638674
CA,Weaverville CDP,40.740655,-122.929022
CA,Weed city,41.412087,-122.380966
CA,Weedpatch CDP,35.235892,-118.909561
CA,Weitchpec CDP,41.194593,-123.688847
CA,Weldon CDP,35.644103,-118.309088
CA,Weott CDP,40.322772,-123.920622
CA,West Athens CDP,33.923453,-118.303301
CA,West Bishop CDP,37.362768,-118.475046
CA,West Carson CDP,33.823139,-118.293685
CA,West Covina city,34.055941,-117.909937
CA,West Goshen CDP,36.349183,-119.457374
CA,Westhaven-Moonstone CDP,41.036117,-124.09083
CA,West Hollywood city,34.088268,-118.371831
CA,Westlake Village city,34.136675,-118.817367
CA,Westley CDP,37.546908,-121.200915
CA,West Menlo Park CDP,37.433824,-122.20342
CA,Westminster city,33.752292,-117.993868
CA,West Modesto CDP,37.617519,-121.032828
CA,Westmont CDP,33.941682,-118.301834
CA,Westmorland city,33.038996,-115.622441
CA,West Park CDP,36.705526,-119.851548
CA,West Point CDP,38.406819,-120.542592
CA,West Puente Valley CDP,34.05228,-117.966717
CA,West Rancho Dominguez CDP,33.904332,-118.267777
CA,West Sacramento city,38.554368,-121.548663
CA,Westside CDP,36.404202,-120.134326
CA,West Whittier-Los Nietos CDP,33.975998,-118.068929
CA,Westwood CDP,40.30522,-121.003503
CA,Wheatland city,39.031163,-121.389996
CA,Whitehawk CDP,39.720609,-120.553583
CA,Whitewater CDP,33.93559,-116.687212
CA,Whitley Gardens CDP,35.656322,-120.508112
CA,Whitmore CDP,40.61251,-121.935906
CA,Whittier city,33.966827,-118.020122
CA,Wildomar city,33.617278,-117.258312
CA,Wilkerson CDP,37.277339,-118.391588
CA,Williams city,39.14978,-122.138968
CA,Williams Canyon CDP,33.728913,-117.639438
CA,Willits city,39.405006,-123.348889
CA,Willowbrook CDP,33.920834,-118.236915
CA,Willow Creek CDP,40.93933,-123.6411
CA,Willows city,39.514752,-122.199178
CA,Wilseyville CDP,38.376483,-120.486844
CA,Wilsonia CDP,36.734598,-118.955847
CA,Wilton CDP,38.412977,-121.212718
CA,Winchester CDP,33.71463,-117.077398
CA,Windsor town,38.542099,-122.808613
CA,Winter Gardens CDP,32.837512,-116.926555
CA,Winterhaven CDP,32.737183,-114.637798
CA,Winters city,38.533271,-121.975473
CA,Winton CDP,37.385427,-120.617364
CA,Wofford Heights CDP,35.714951,-118.472664
CA,Woodacre CDP,38.005174,-122.63831
CA,Woodbridge CDP,38.172065,-121.308915
CA,Woodcrest CDP,33.878946,-117.368671
CA,Woodlake city,36.412828,-119.100718
CA,Woodland city,38.67116,-121.750043
CA,Woodlands CDP,35.028873,-120.552393
CA,Woodside town,37.42215,-122.258593
CA,Woodville CDP,36.09268,-119.201226
CA,Woodville Farm Labor Camp CDP,36.083151,-119.147923
CA,Woody CDP,35.708148,-118.814396
CA,Wrightwood CDP,34.345988,-117.627579
CA,Yankee Hill CDP,39.700709,-121.514688
CA,Yermo CDP,34.906656,-116.823274
CA,Yettem CDP,36.485684,-119.255689
CA,Yolo CDP,38.740463,-121.809324
CA,Yorba Linda city,33.889038,-117.77207
CA,Yosemite Lakes CDP,37.185358,-119.772122
CA,Yosemite Valley CDP,37.742523,-119.577626
CA,Yosemite West CDP,37.648193,-119.718217
CA,Yountville city,38.393512,-122.365536
CA,Yreka city,41.724032,-122.63157
CA,Yuba City city,39.129842,-121.641549
CA,Yucaipa city,34.033582,-117.042898
CA,Yucca Valley town,34.123347,-116.421557
CA,Zayante CDP,37.089214,-122.040862
